,d',triangle,twoAFC,threeAFC,fourAFC,tetu,tets,duotrio,dualpair
97,4.8500000000000005,0.95230468318766,0.9996976170050693,0.9994056589011213,0.9991229484065471,0.9988326885618948,0.9988326636009985,0.9758605137162283,0.9848087865977699
98,4.9,0.954551169231981,0.9997347099438745,0.999478076872049,0.9992292693210705,0.9989741470257629,0.9989741279535093,0.977019121357067,0.985816418019857
99,4.95,0.956707925177289,0.9997675267044978,0.999542202541315,0.9993235170554973,0.9990995869751859,0.999099572436074,0.9781288593194026,0.9867651418087964
100,5.0,0.9587776557541446,0.9997965239912775,0.9995989054653963,0.9994069447589036,0.9992106725126754,0.9992106614549254,0.9791914959941953,0.987657789235364
101,5.050000000000001,0.9607630307068203,0.9998221143401489,0.9996489717958896,0.9994806881650404,0.9993089141051804,0.9993089057146841,0.980208743870363,0.9884971015410817
102,5.1000000000000005,0.9626666825061727,0.9998446698286804,0.999693110736452,0.9995457744505769,0.9993956803801297,0.9993956740282894,0.9811822613402303,0.9892857292283437
103,5.15,0.9644912042710928,0.9998645255403502,0.9997319605545425,0.999603130554968,0.9994722093063863,0.9994722045090348,0.9821136544554934,0.9900262317113206
104,5.2,0.9662391478881904,0.9998819827917353,0.9997660941461319,0.9996535909534154,0.9995396187555516,0.9995396151406821,0.9830044786273872,0.9907210773001474
105,5.25,0.9679130223198791,0.9998973121319293,0.999796024151979,0.9996979048766665,0.9995989164450283,0.9995989137275139,0.983856240266495,0.991372643491611
106,5.300000000000001,0.9695152920914992,0.999910756123988,0.9998222076239123,0.9997367429728645,0.9996510092694388,0.9996510072312784,0.9846703983591661,0.9919832175403602
107,5.3500000000000005,0.9710483759485603,0.9999225319185533,0.9998450502387911,0.9997707034073497,0.9996967120314304,0.9996967105063553,0.9854483659788356,0.9925549972855314
108,5.4,0.9725146456755934,0.9999328336300297,0.9998649100564335,0.9998003173962117,0.9997367555866347,0.9997367544481438,0.9861915117316951,0.9930900922086208
109,5.45,0.9739164250684975,0.9999418345257948,0.9998821008158384,0.9998260541685172,0.9997717944206423,0.999771793572727,0.9869011611371055,0.9935905246994081
110,5.5,0.9752559890526084,0.9999496890389402,0.9998968947614231,0.9998483253505027,0.9998024136783514,0.9998024130483245,0.9875785979439726,0.9940582315077648
111,5.550000000000001,0.9765355629390616,0.9999565346149618,0.9999095249878327,0.9998674887626355,0.9998291356680045,0.9998291352009703,0.9882250653849354,0.9944950653602092
112,5.6000000000000005,0.9777573218123202,0.9999624934026673,0.9999201872880955,0.9998838516173361,0.9998524258637023,0.999852425518304,0.9888417673707597,0.994902796721155
113,5.65,0.9789233900420218,0.9999676737993511,0.9999290414855364,0.9998976731013257,0.9998726984312144,0.9998726981763713,0.9894298696277154,0.9952831156798567
114,5.7,0.9800358409125689,0.9999721718600193,0.9999362122249414,0.9999091663220694,0.9998903213025513,0.9998903211149628,0.9899905007810124,0.9956376339451383
115,5.75,0.9810966963641233,0.9999760725801281,0.9999417891930067,0.999918499592635,0.9999056208250727,0.999905620687314,0.9905247533875781,0.9959678869310646
116,5.800000000000001,0.982107926838898,0.9999794510609503,0.9999458267321262,0.9999257970235511,0.9999188860109136,0.9999188859099858,0.9910336849215572,0.9962753359177756
117,5.8500000000000005,0.9830714512268499,0.9999823735663027,0.9999483428051543,0.9999311383839602,0.9999303724122683,0.9999303723384981,0.9915183187159815,0.9965613702727489
118,5.9,0.9839891369050789,0.9999848984789679,0.9999493172619445,0.9999345581876173,0.9999403056476167,0.9999403055938235,0.9919796448640238,0.996827309718783
119,5.95,0.984862799865422,0.9999870771647277,0.9999486893513229,0.999936043952149,0.9999488846033379,0.9999488845642042,0.9924186210832009,0.9970744066359993
120,6.0,0.9856942049249122,0.9999889547515007,0.9999463544147864,0.9999355335725779,0.9999562843343779,0.9999562843059758,0.9928361735457684,0.9973038483861314
121,6.050000000000001,0.9864850660139415,0.9999905708306532,0.9999421596907434,0.999932911742577,0.9999626586867397,0.999962658666175,0.9932331976784247,0.9975167596483137
122,6.1000000000000005,0.9872370465371245,0.9999919600871199,0.9999358991506933,0.9999280053493613,0.9999681426635775,0.9999681426487224,0.9936105589342679,0.9977142047564989
123,6.15,0.987951759802023,0.9999931528645548,0.9999273072815351,0.9999205777607849,0.999972854555626,0.9999728545449208,0.9939690935397643,0.9978971900295031
124,6.2,0.9886307695110309,0.9999941756713164,0.9999160517214192,0.9999103219162564,0.9999768978556037,0.9999768978479072,0.9943096092192911,0.9980666660855197
125,6.25,0.9892755903118797,0.9999950516326874,0.99990172465043,0.9998968521267734,0.9999803629751026,0.9999803629695824,0.9946328858996139,0.9982235301337481
126,6.300000000000001,0.9898876884023561,0.9999958008943424,0.9998838328322037,0.9998796944839922,0.9999833287813549,0.9999833287774048,0.9949396763964343,0.9983686282365403
127,6.3500000000000005,0.9904684821849711,0.9999964409816982,0.9998617861986223,0.999858275774075,0.9999858639701364,0.9999858639673166,0.9952307070849528,0.9985027575362015
128,6.4,0.9910193429674566,0.9999969871194241,0.9998348848673284,0.9998319107894504,0.9999880282899616,0.9999880282879535,0.9955066785561646,0.9986266684412597
129,6.45,0.9915415957051047,0.9999974525150481,0.9998023044813462,0.9997997879309395,0.999989873631637,0.9999898736302103,0.9957682662604181,0.9987410667676688
130,6.5,0.992036519781098,0.9999978486102682,0.9997630797619481,0.9997609529943521,0.9999914449961932,0.9999914449951819,0.9960161211395622,0.9988466158310176
131,6.550000000000001,0.9925053498211175,0.9999981853032749,0.9997160861704976,0.9997142910400278,0.9999927813532015,0.9999927813524864,0.9962508702488307,0.9989439384863883
132,6.6000000000000005,0.9929492765386514,0.9999984711451018,0.9996600195827607,0.9996585062513594,0.9999939164005168,0.9999939164000123,0.9964731173694321,0.9990336191130353
133,6.65,0.9933694476075554,0.9999987135127507,0.9995933738905369,0.9995920996994928,0.9999948792355644,0.9999948792352094,0.9966834436126505,0.9991162055415568
134,6.7,0.9937669685585577,0.99999891876159,0.9995144164608581,0.99951334494661,0.9999956949474228,0.9999956949471736,0.9968824080161199,0.9991922109216864
135,6.75,0.9941429036965288,0.9999990923592863,0.9994211614028546,0.9994202614398673,0.9999963851381323,0.9999963851379577,0.9970705481327857,0.9992621155292607
136,6.800000000000001,0.9944982770354741,0.9999992390033186,0.9993113406170913,0.9993105856725966,0.9999969683808936,0.9999969683807716,0.9972483806129512,0.9993263685113065
137,6.8500000000000005,0.9948340732483338,0.9999993627239189,0.9991823726320592,0.9991817401190939,0.9999974606221035,0.9999974606220184,0.9974164017796853,0.9993853895685543
138,6.9,0.9951512386288156,0.9999994669741032,0.9990313292678763,0.9990307999845401,0.999997875533512,0.999997875533453,0.99757508819778,0.9994395705750097
139,6.95,0.9954506820626046,0.9999995547082856,0.9988549002082733,0.9988544578524866,0.9999982248201654,0.9999982248201245,0.9977248972363388,0.9994892771345161
140,7.0,0.995733276005437,0.9999996284508138,0.9986493556087599,0.9986489863590058,0.9999985184892365,0.9999985184892081,0.9978662676250238,0.9995348500745058
141,7.050000000000001,0.9959998574656452,0.9999996903556246,0.9984105069213995,0.9984101990750438,0.9999987650843184,0.9999987650842989,0.9979996200038992,0.9995766068773904
142,7.1000000000000005,0.9962512289889102,0.9999997422580876,0.9981336661747607,0.9981334098365233,0.9999989718892824,0.9999989718892689,0.9981253574667733,0.9996148430502487
143,7.15,0.9964881596430882,0.999999785719989,0.9978136040109841,0.9978133908250226,0.9999991451053607,0.9999991451053514,0.9982438660978825,0.9996498334336685
144,7.2,0.9967113860010971,0.9999998220685035,0.9974445068500261,0.9974443297698745,0.9999992900047222,0.9999992900047159,0.9983555155017276,0.9996818334507718
145,7.25,0.9969216131199713,0.9999998524299037,0.99701993362328,0.997019786714596,0.999999411063445,0.9999994110634406,0.9984606593258458,0.9997110802975979
146,7.300000000000001,0.9971195155143204,0.9999998777586747,0.9965327725940356,0.9965326508657331,0.9999995120764646,0.9999995120764616,0.9985596357762755,0.9997377940761487
147,7.3500000000000005,0.997305738122533,0.9999998988626186,0.9959751988594723,0.995975098119373,0.9999995962567824,0.9999995962567804,0.9986527681254613,0.9997621788715185
148,7.4,0.9974808972641951,0.9999999164244711,0.9953386332067323,0.9953385499383591,0.9999996663209532,0.9999996663209518,0.9987403652123353,0.9997844237746103
149,7.45,0.9976455815872968,0.9999999310204829,0.994613703072506,0.9946136343300805,0.9999997245626335,0.9999997245626325,0.9988227219343064,0.9998047038520341
150,7.5,0.9978003530039119,0.9999999431363717,0.9937902064296995,0.993790149748785,0.9999997729157579,0.9999997729157573,0.9989001197308952,0.999823181064831
151,7.550000000000001,0.9979457476131477,0.9999999531809924,0.9928570794941581,0.9928570328157306,0.9999998130087221,0.9999998130087216,0.998972827058754,0.9998400051377239
152,7.6000000000000005,0.9980822766102567,0.9999999614980363,0.9918023692069305,0.9918023308129542,0.9999998462107795,0.9999998462107793,0.9990410998578229,0.9998553143806288
153,7.65,0.9982104271809117,0.9999999683760277,0.9906132115008965,0.9906131799597413,0.9999998736717105,0.9999998736717103,0.9991051820083833,0.9998692364641839
154,7.7,0.9983306633797376,0.9999999740568533,0.9892758164023624,0.9892757905226265,0.9999998963556849,0.9999998963556846,0.9991653057787898,0.9998818891510723
155,7.75,0.9984434269922854,0.9999999787430279,0.9877754610460177,0.987775439837519,0.9999999150701264,0.9999999150701264,0.9992216922636741,0.9998933809849109
156,7.800000000000001,0.998549138379731,0.9999999826038757,0.9860964916930446,0.9860964743339151,0.9999999304902774,0.9999999304902772,0.9992745518124347,0.9999038119384815
157,7.8500000000000005,0.998648197305662,0.9999999857807795,0.9842223358348438,0.984222321643812,0.9999999431800713,0.9999999431800713,0.9993240844478487,0.9999132740230627
158,7.9,0.9987409837443996,0.9999999883916338,0.9821355254366059,0.9821355138496837,0.9999999536098453,0.9999999536098453,0.999370480274661,0.999921851860609
159,7.95,0.9988278586703843,0.9999999905346153,0.9798177323238675,0.9798177228747695,0.9999999621713431,0.9999999621713431,0.9994139198780276,0.999929623220488
